JP,EN
{？？？} [サラの父 / cara17-2],{？？？} [サラの父 / cara17-2]
#Message#,#Message#
\.「いいや　これは雇い主としての感謝なんてもんじゃない」,\."Nope. This isn't about gratitude as your employer."
##,##
,
#Message#,#Message#
\.「そのエプロンはな…オレのお袋が使ってたんだ」,\."That apron... belonged to my own mom."
##,##
,
{SE: flash-of-light-3},{SE: flash-of-light-3}
#Message#,#Message#
\.「いわば　主婦皆伝の証！」,"\.""In other words, it proves your initiation"
##, into the tradition of homemakers!"
,##
,
{カイ} [カイ / cara8-17],{カイ} [カイ / cara8-17]
#Message#,#Message#
\.「主婦…ですか」,\."Homemakers...?"
##,##
,
{？？？} [サラの父 / cara17-1],{？？？} [サラの父 / cara17-1]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「そして…千堂院家の絆だ」,\."As well as... your bond with the Chidouin family."
##,##
,
{カイ} [カイ / cara8-16],{カイ} [カイ / cara8-16]
#Message#,#Message#
\.「………!!」,\."...!!"
##,##
,
{？？？} [サラの父 / cara17-1],{？？？} [サラの父 / cara17-1]
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「オレにとって　…キミは家族だ」,\."To me... You're family."
##,##
,
{カイ} [カイ / cara8-17],{カイ} [カイ / cara8-17]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「私が…家族…？」,\."I am... family...?"
##,##
,
{？？？} [サラの父 / cara17-1],{？？？} [サラの父 / cara17-1]
#Message#,#Message#
\.「…妻もそう思ってる,\."My wife thinks the same way.
　贈り物にそれを提案したのも妻なんだ」," She suggested I give you that as a gift, in fact."""
##,##
,
{カイ} [カイ / cara8-16],{カイ} [カイ / cara8-16]
#Message#,#Message#
\.「…そ　そんな…私なんかのために…」,\."...S-Surely you jest... Someone such as me..."
##,##
,
#Message#,#Message#
\.「………」,\.".........."
##,##
,
[カイ / cara8-14],[カイ / cara8-14]
#Message#,#Message#
\.「…」,\."..."
##,##
,
{？？？} [サラの父 / cara17-3],{？？？} [サラの父 / cara17-3]
#Message#,#Message#
\.「うわっ　どうした？」,\."Whoa! What's the matter?"
##,##
,
{カイ} [カイ / cara8-14],{カイ} [カイ / cara8-14]
#Message#,#Message#
\.「…」,\."..."
##,##
,
[カイ / cara8-15],[カイ / cara8-15]
{SE: jump12},{SE: jump12}
#Message#,#Message#
\.「…ど　どうもしませんが…」,\."...I-It is nothing..."
##,##
,
{？？？} [サラの父 / cara17-2],{？？？} [サラの父 / cara17-2]
#Message#,#Message#
\.「かかか！　眼が赤いぞ！　まさか泣いてんのか!?」,\."Gahaha! Your eyes are red!
##, Don't tell me you were cryin'?!"
,##
,
{カイ} [カイ / cara8-15],{カイ} [カイ / cara8-15]
#Message#,#Message#
\.「…な　なにを　おっしゃいますやら…」,\."W-Whatever are you saying..."
##,##
,
{？？？} [サラの父 / cara17-2],{？？？} [サラの父 / cara17-2]
#Message#,#Message#
\.「…嬉しいねぇ　かかか」,\."...Makes me happy. Gahaha..."
##,##
,
[サラの父 / cara17-1],[サラの父 / cara17-1]
#Message#,#Message#
\.「……」,\."..."
##,##
,
[サラの父 / cara17-3],[サラの父 / cara17-3]
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「…もしもの時は　サラを頼んだ」,"\.""...If it comes to it, I'm trusting you with Sara."""
##,##
,
{カイ} [カイ / cara8-16],{カイ} [カイ / cara8-16]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「…！」,\."...!"
##,##
,
{？？？} [サラの父 / cara17-1],{？？？} [サラの父 / cara17-1]
#Message#,#Message#
\.「いつかあの子は…　オレが本当の,\."Someday that girl...
　父親じゃ無いことを知る」, will learn I'm not her real father."
##,##
,
#Message#,#Message#
\.「オレ一人が命を張ったくらいで　何か変えられるほど,\."That girl's destiny has so much potential for change
　あの子の運命は…　軽くない」, that I've put my own life on the line...
##, It's far from trifling."
,##
,
#Message#,#Message#
\.「でも　不安はないよ」,\."But I've got no worries."
##,##
,
[サラの父 / cara17-2],[サラの父 / cara17-2]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「我が家には　影であの子を守ってくれる　ヒーローが,\."Because our family's got a hero
　居るからな」, who'll protect her from the shadows."
##,##
,
{カイ} [カイ / cara8-16],{カイ} [カイ / cara8-16]
#Message#,#Message#
\.「…ヒーローは　やめてください」,\."...Please don't say "hero.""
##,##
,
#Message#,#Message#
\.「私はただの裏切り者です…」,\."I am nothing but a traitor..."
##,##
,
#Message#,#Message#
\.「影は影のまま…　知られること無く　,"\.""I will remain a shadow, never known..."
　サラさんを守り続けるだけです」, and just continue to protect miss Sara."
##,##
,
#Message#,#Message#
\.「…それが私の愛情です」,\."...Such is my affection."
##,##
,
#Message#,#Message#
\.「…」,\."..."
##,##
,
#Message#,#Message#
\.「…でも」,\."...But."
##,##
,
#Message#,#Message#
\.「…この…　\.\.このエプロンは…」,\."This...\.\. this apron..."
##,##
,
[カイ / cara8-22],[カイ / cara8-22]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「…大切に使わせて頂きます…　\.\.大切に…！」,\."I will use it with care...\.\. I will treasure it...!"
##,##
,
{？？？} [サラの父 / cara17-4],{？？？} [サラの父 / cara17-4]
#Message#,#Message#
「愛情…？」,"Affection...?"
##,##
,
#Message#,#Message#
\.\C[10]「頼むとは言ったが…　娘はやらんぞ…　絶対に娘は…」,\.\C[10]"I may have trusted her to you...
##, But I won't give you my daughter... Never..."
,##
,
{カイ} [カイ / cara8-17],{カイ} [カイ / cara8-17]
#Message#,#Message#
\.「…あ　あの　旦那さん？」,"\.""...E-Err, master?"""
##,##
,
{？？？} [サラの父 / cara17-4],{？？？} [サラの父 / cara17-4]
#Message#,#Message#
\.\C[10]「ムスメ…　ムスメ…」,\.\C[10]"Daughter... daughter..."
##,##
,
{カイ} [カイ / cara8-20],{カイ} [カイ / cara8-20]
#Message#,#Message#
\.\C[4]（…サラさんのことになると…　周りが見えなく,\.\C[4](...When it comes to miss Sara...
　なるのですね…）," he loses sight of all else, indeed.)"
##,##
,
[カイ / cara8-16],[カイ / cara8-16]
#Message#,#Message#
\.\C[4]（…この方の為にも…　私はサラさんを,\.\C[4](From this angle as well...
　見守り続けなくては…）, I must continue to watch over miss Sara.)
##,##
,
[カイ / cara8-20],[カイ / cara8-20]
#Message#,#Message#
\.\C[4]（今頃　勉学に励まれている頃でしょうか…）,\.\C[4](I wonder if she is focusing on her studies now...?)
##,##
,
,
,
=====Map66===== (夢の中・学校内),=====Map66===== (夢の中・学校内)
,
"**********Event1********** (EV001) (1,0)","**********Event1********** (EV001) (1,0)"
-----Page1-----,-----Page1-----
{ジョー},{ジョー}
#Message#,#Message#
「なぁ…　サラ…　サラ…」,"Hey... Sara... Sara..."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「…なんだジョー　前を向け　授業中だぞ」,"\.""...What, Joe? Face forward, we're in class."""
##,##
,
{ジョー} [ジョー / cara1-2],{ジョー} [ジョー / cara1-2]
{SE: flash-of-light-3},{SE: flash-of-light-3}
#Message#,#Message#
\.「近くに　すげー美味いケバブ屋できたんだってよ…！,\."I heard they opened as a super good kebab place!
　帰りおごってやるから　行こうぜ！」," Let's go there on the way home, I'll treat ya!"""
##,##
,
{サラ},{サラ}
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「行く！,"\.""Okay, fine!"
　\!…声がでかいぞ　今する話じゃないだろ」,\! ...You're so loud. Now's not the time to talk."
##,##
,
{ジョー} [ジョー / cara1-1],{ジョー} [ジョー / cara1-1]
#Message#,#Message#
\.「いや　ほら　その代わりにさ…」,"\.""Oh, and hey, in exchange..."""
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「…わかってる　リョーコも連れて行くよ」,\."...I get it. I'll bring Ryoko too."
##,##
,
{ジョー} [ジョー / cara1-2],{ジョー} [ジョー / cara1-2]
{SE: Onmtp-Surprise05-1},{SE: Onmtp-Surprise05-1}
#Message#,#Message#
\.「ええマジで!?,"\.""Huh, for real?!"
　\!…いや　違うっつーの！」,"\! ...No, that's not what I meant!"""
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「声が大きいって…!!　何が言いたいんだ」,"\.""Seriously, quiet...!! What are you trying to say?"""
##,##
,
{ジョー} [ジョー / cara1-6],{ジョー} [ジョー / cara1-6]
#Message#,#Message#
\.「…課題のノート見せてください…サラ様…」,"\.""...Please show me your homework, Madam Sara..."""
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「じゅ…授業中だぞ？　貸せるワケないだろ」,"\.""W... We're in class, remember?"
##, Of course I'm not going to lend it to you."
,##
,
{ジョー} [ジョー / cara1-2],{ジョー} [ジョー / cara1-2]
#Message#,#Message#
\.「一瞬だけ!!　写すの速いから　オレ！」,\."Just for a second!! I'm fast at copying!"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「…褒められた特技じゃないな　それ」,\."That's not a skill deserving praise..."
##,##
,
#Message#,#Message#
\.「悪いが無理だ　それは宿題だろ？,"\.""Sorry, but I can't. It's called homework."
　家でやってこないのが　悪いぞ」, Your fault for not doing it at home."
##,##
,
{ジョー} [ジョー / cara1-6],{ジョー} [ジョー / cara1-6]
#Message#,#Message#
\.「うぐぐ…正論ばっかり…！」,"\.""Urgh... You're right, but...!"""
##,##
,
#Message#,#Message#
\.「家でやれって言ってもよー　しかたねーじゃん…」,"\.""Do homework at home... C'mon, maaan..."""
##,##
,
[ジョー / cara1-4],[ジョー / cara1-4]
#Message#,#Message#
\.「死んじまったし　オレ」\.,"\.""And besides, I'm dead.""\."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「………え…」,\."...Huh...?"
##,##
,
{ジョー} [ジョー / cara1-1],{ジョー} [ジョー / cara1-1]
#Message#,#Message#
\.「だいたい　お前がオレを問い詰めるから,"\.""I died 'cause you questioned me, you know."""
　死んだんだぜー」,##
##,
,
#Message#,#Message#
\.「責任感じねーのか？」,\."Don't you feel any responsibility?"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「……」,\."..."
##,##
,
{ジョー} [ジョー / cara1-4],{ジョー} [ジョー / cara1-4]
#Message#,#Message#
\.「それに　長く苦しんだのも　サラのせいだろ？」,"\.""And I suffered a long time 'cause of you too, right?"""
##,##
,
#Message#,#Message#
\.「何か言う言葉は　ねーのか？」,\."You got anything to say to that?"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「わ…私は…」,\."I... I..."
##,##
,
#Choice#,#Choice#
ごめん…,Sorry...
………,..........
##,##
,
<ごめん…>,<ごめん…>
,
{ジョー} [ジョー / cara1-3],{ジョー} [ジョー / cara1-3]
#Message#,#Message#
\.「ははは　なに謝ってんだよー」,"\.""Hahaha, what're you sorry for?"""
##,##
,
<………>,<………>
,
{ジョー} [ジョー / cara1-3],{ジョー} [ジョー / cara1-3]
#Message#,#Message#
\.「ははは！　黙ることねーじゃん」,\."Hahaha! No reason to clam up."
##,##
,
<Choice End>,<Choice End>
,
{ジョー} [ジョー / cara1-3],{ジョー} [ジョー / cara1-3]
{SE: shock1},{SE: shock1}
#Message#,#Message#
\.\C[10]「人殺しの　サラさん！」,\.\C[10]"You damn murderer!"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「…違う…！　私は…!!」,\."...No...! I...!!"
##,##
,
#Message#,#Message#
\.「私は…進むしかなかった…!!」,\."I... just had to move forward...!!"
##,##
,
[ジョー / cara1-24],[ジョー / cara1-24]
#Message#,#Message#
\.「最大限…やりつくしたんだ…！」,\."I did... the most I could...!"
##,##
,
{ジョー},{ジョー}
#Message#,#Message#
\.\C[10]「その結果がこれか？」,\.\C[10]"And this is how it turned out?"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「みんなを守った…！　守ったんだ…!!」,\."I protected everyone...! I did...!!"
##,##
,
{ジョー},{ジョー}
#Message#,#Message#
\.\C[10]「オレは死んだよ　\!カイさんだって死んだ」,"\.\C[10]""But I died.\! Kai died, too."""
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「でも…　でも…!!」,\."But... but...!!"
##,##
,
#Message#,#Message#
\.「もう　やめてくれ　ジョー!!」,"\.""Just stop it already, Joe!!"""
##,##
,
#Message#,#Message#
\.「お願い…お願いだから…!!」,\."Please... please...!!"
##,##
,
{ジョー},{ジョー}
#Message#,#Message#
\.\C[10]「目を背けたいか？」,\.\C[10]"You wanna look away?"
##,##
,
{N/A},{N/A}
#Message#,#Message#
\>　　　\{\{\\C[10]ちゃんと オレを 見ろ\<\|\.\.\^,\>         \{\{\C[10]LOOK ME IN THE EYE...\<\|\.\.\^
##,##
,
{サラ},{サラ}
{SE: shock1},{SE: shock1}
#Message#,#Message#
\.「うわあああぁぁぁぁぁ……!!!!」,\."WAAAAAAAAAAaaaaaahhhhh...!!!!"
##,##
,
,
,
=====Map67===== (没②▽酒場),=====Map67===== (没②▽酒場)
,
"**********Event2********** (EV002) (0,0)","**********Event2********** (EV002) (0,0)"
-----Page1-----,-----Page1-----
#Message#,#Message#
「…ん……」,"...Mm..."
##,##
,
{？？？},{？？？}
#Message#,#Message#
「…おーい…」,"Heyyy..."
##,##
,
[Qタロウ / cara4-2],[Qタロウ / cara4-2]
#Message#,#Message#
「起きるぜよ　ケイジ」,"""Getcherself up, Keiji."""
##,##
,
{ケイジ},{ケイジ}
#Message#,#Message#
\.「…お…」,\."...Oh..."
##,##
,
#Message#,#Message#
\.\C[4]（…いつの間にか　寝てたか…）,\.\C[4](Must've fallen asleep...)
##,##
,
{Qタロウ} [Qタロウ / cara4-3],{Qタロウ} [Qタロウ / cara4-3]
#Message#,#Message#
\.「酒に強いのはわかったが…,\."I see you can hold yer drinks...
　飲み過ぎは　頭が鈍るぜよ」, But drinking too much'll just dull yer mind."
##,##
,
{ケイジ},{ケイジ}
#Message#,#Message#
\.「…悪いね…」,\."My bad..."
##,##
,
{Qタロウ} [Qタロウ / cara4-7],{Qタロウ} [Qタロウ / cara4-7]
#Message#,#Message#
\.「…まあ…」,\."...Well..."
##,##
,
#Message#,#Message#
\.「飲まなきゃ…やってられねーよな…」,"\.""Gotta drink to be able to stand it, huh..."""
##,##
,
{ケイジ},{ケイジ}
#Message#,#Message#
\.「……そう…だな」,\."...Right you are."
##,##
,
#Message#,#Message#
\.\C[4]（…体を動かすか…）,\.\C[4](...I should move around.)
##,##
,
,
"**********Event3********** (EV003) (1,0)","**********Event3********** (EV003) (1,0)"
